"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Developer"
"7642","Cabela's Big Game Hunter (2008)","PS2",2007,"Sports","Activision Value",0.1,0.08,0,0.03,0.2,"Activision"
"7643","The Cheetah Girls: Passport to Stardom","DS",2008,"Misc","Disney Interactive Studios",0.18,0,0,0.01,0.2,"Handheld Games"
"7644","Grandia II","DC",2000,"Role-Playing","Ubisoft",0,0,0.2,0,0.2,"Game Arts"
"7646","Ridge Racer 6","X360",2005,"Racing","Namco Bandai Games",0.1,0.02,0.07,0.01,0.2,"Namco"
"7647","Shark Tale","XB",2004,"Action","Activision",0.15,0.04,0,0.01,0.2,"Edge of Reality"
"7648","NFL Street 2","GC",2004,"Sports","Electronic Arts",0.15,0.04,0,0.01,0.2,"EA Tiburon"
"7650","My Secret World by Imagine","DS",2008,"Misc","Ubisoft",0,0.2,0,0,0.2,"Ubisoft"
"7651","Teenage Mutant Ninja Turtles 3: Mutant Nightmare","PS2",2005,"Action","Konami Digital Entertainment",0.1,0.08,0,0.03,0.2,"KCE Studios"
"7652","Zone of the Enders HD Collection","X360",2012,"Simulation","Konami Digital Entertainment",0.14,0.03,0.01,0.02,0.2,"High Voltage Software"
"7653","Record of Agarest War","X360",2008,"Role-Playing","Compile Heart",0.18,0,0.01,0.01,0.2,"Compile Heart"
"7654","Gladius","PS2",2003,"Strategy","Activision",0.1,0.08,0,0.03,0.2,"LucasArts"
"7655","Earth Defense Force: Insect Armageddon","PS3",2011,"Shooter","D3Publisher",0.06,0.04,0.08,0.02,0.2,"Vicious Cycle"
"7656","Dave Mirra Freestyle BMX 2","XB",2001,"Sports","Acclaim Entertainment",0.15,0.04,0,0.01,0.2,"Z-Axis, Ltd."
"7658","SpongeBob SquarePants: Revenge of the Flying Dutchman","GC",2002,"Platform","THQ",0.15,0.04,0,0.01,0.2,"Big Sky Software"
"7660","Taiko Drum Master","PS2",2004,"Misc","Namco Bandai Games",0.1,0.08,0,0.03,0.2,"Namco"
"7662","Tetris Worlds (Online Edition)","XB",2003,"Puzzle","THQ",0.15,0.04,0,0.01,0.2,"Radical Entertainment"
"7664","Dungeon Hunter Alliance","PSV",2012,"Action","Ubisoft",0.07,0.09,0,0.03,0.2,"Ubisoft"
"7665","Forgotten Realms: Demon Stone","PS2",2004,"Action","Atari",0.1,0.08,0,0.03,0.2,"Stormfront Studios"
"7667","Soldier of Fortune: Payback","X360",2007,"Shooter","Activision",0.18,0,0,0.02,0.2,"Cauldron Ltd."
"7668","Afro Samurai","PS3",2009,"Action","Atari",0.12,0.05,0,0.03,0.2,"Namco Bandai Games America, Namco Bandai Games"
"7669","Looney Tunes: Space Race","PS2",2002,"Racing","Infogrames",0.1,0.08,0,0.03,0.2,"Tantalus Interactive"
"7671","Neighborhood Games","Wii",2009,"Misc","THQ",0.17,0.02,0,0.01,0.2,"Jet Black Games"
"7672","Backyard Hockey","GBA",2003,"Sports","Atari",0.14,0.05,0,0,0.2,"Mistic Software"
"7675","Silent Hill: Book of Memories","PSV",2012,"Action","Konami Digital Entertainment",0.1,0.05,0,0.04,0.2,"WayForward"
"7676","Playboy: The Mansion","PS2",2005,"Simulation","Ubisoft",0.1,0.08,0,0.03,0.2,"Cyberlore Studios"
"7680","Baja: Edge of Control","X360",2008,"Racing","THQ",0.12,0.06,0,0.02,0.2,"2XL Games"
"7681","Tiger Woods PGA Tour 06","PSP",2005,"Sports","Electronic Arts",0.18,0,0,0.01,0.2,"Team Fusion"
"7683","Ratatouille","GBA",2007,"Action","THQ",0.14,0.05,0,0,0.2,"Helixe"
"7684","Bleach: The 3rd Phantom","DS",2008,"Role-Playing","Sega",0.1,0.02,0.07,0.01,0.2,"Sega, Tom Create"
"7686","MC Groovz Dance Craze","GC",2004,"Misc","Mad Catz",0.15,0.04,0,0.01,0.2,"Mad Catz"
"7687","The Thing","XB",2002,"Adventure","Vivendi Games",0.15,0.04,0,0.01,0.2,"Computer Artworks"
"7690","Untold Legends: Dark Kingdom","PS3",2006,"Role-Playing","Electronic Arts",0.14,0.02,0.02,0.02,0.2,"Sony Online Entertainment"
"7693","Plants vs. Zombies","PS3",2011,"Strategy","PopCap Games",0.18,0,0,0.02,0.2,"PopCap"
"7694","Baldur's Gate: Dark Alliance","XB",2002,"Role-Playing","Virgin Interactive",0.15,0.04,0,0.01,0.2,"Snowblind Studios"
"7695","Prince of Persia: Warrior Within","GC",2004,"Action","Ubisoft",0.15,0.04,0,0.01,0.2,"Ubisoft"
"7699","Warriors Orochi","X360",2007,"Action","Tecmo Koei",0.17,0.01,0,0.02,0.2,"Omega Force"
"7700","Predator: Concrete Jungle","PS2",2005,"Action","Vivendi Games",0.1,0.07,0,0.03,0.2,"Eurocom Entertainment Software"
"7701","Cabela's Survival: Shadows of Katmai","Wii",2011,"Sports","Activision",0.14,0.04,0,0.01,0.2,"Activision"
"7702","Arcana Heart 3","PS3",2011,"Fighting","PQube",0.04,0.04,0.1,0.02,0.2,"Examu"
"7703","X-Men Origins: Wolverine","DS",2009,"Action","Activision",0.15,0.03,0,0.02,0.2,"Griptonite Games"
"7704","Big Mutha Truckers 2","PS2",2005,"Racing","Xplosiv",0.1,0.07,0,0.03,0.2,"Eutechnyx"
"7705","Armored Core 4","PS3",2006,"Simulation","505 Games",0.09,0,0.09,0.01,0.2,"From Software"
"7706","Shutter Island","PC",2009,"Adventure","Merscom LLC",0,0.17,0,0.03,0.2,"Merscom LLC"
"7707","Solatorobo: Red the Hunter","DS",2010,"Role-Playing","Nintendo",0.08,0.04,0.07,0.01,0.2,"CyberConnect2"
"7708","NHL FaceOff 2001","PS2",2001,"Sports","Sony Computer Entertainment",0.1,0.07,0,0.02,0.2,"989 Sports"
"7709","Mana Khemia 2: Fall of Alchemy","PS2",2008,"Role-Playing","Gust",0.07,0.05,0.05,0.02,0.2,"Gust"
"7710","The Great Escape","PS2",2003,"Action","SCi",0.1,0.07,0,0.02,0.2,"Pivotal Games"
"7712","Castlevania: Lords of Shadow 2","PS3",2014,"Action","Konami Digital Entertainment",0.03,0.12,0.02,0.03,0.2,"Mercury Steam"
"7715","Big Mutha Truckers","XB",2002,"Racing","Empire Interactive",0.15,0.04,0,0.01,0.19,"Eutechnyx"
"7716","Way of the Samurai 4","PS3",2011,"Action","Nippon Ichi Software",0,0.03,0.16,0.01,0.19,"Acquire"
"7718","The Hobbit","GBA",2003,"Platform","Vivendi Games",0.14,0.05,0,0,0.19,"Saffire"
"7719","The King of Fighters XI","PS2",2006,"Fighting","Ignition Entertainment",0.07,0.06,0.04,0.02,0.19,"SNK Playmore"
"7720","Tom Clancy's Splinter Cell: Essentials","PSP",2006,"Shooter","Ubisoft",0.17,0.01,0,0.02,0.19,"Ubisoft"
"7722","Chronicles of Mystery: Curse of the Ancient Temple","DS",2009,"Adventure","City Interactive",0.07,0.1,0,0.02,0.19,"City Interactive"
"7724","Major League Baseball 2K12","PS3",2012,"Sports","Take-Two Interactive",0.18,0,0,0.02,0.19,"Visual Concepts"
"7725","Family Guy","PSP",2006,"Action","Take-Two Interactive",0.18,0,0,0.02,0.19,"High Voltage Software"
"7727","Sniper Elite","PS2",2005,"Shooter","Ubisoft",0.1,0.07,0,0.02,0.19,"Rebellion"
"7730","Harry Potter and the Goblet of Fire","PSP",2005,"Action","Electronic Arts",0.17,0,0,0.02,0.19,"Electronic Arts"
"7733","Breath of Fire II","GBA",2001,"Role-Playing","Ubisoft",0.14,0.05,0,0,0.19,"Capcom"
"7736","Iron Chef America: Supreme Cuisine","DS",2008,"Simulation","Destineer",0.18,0,0,0.01,0.19,"Black Lantern Studios"
"7738","UFC Personal Trainer: The Ultimate Fitness System","PS3",2011,"Sports","THQ",0.08,0.08,0,0.03,0.19,"THQ"
"7739","Ice Age 2: The Meltdown","GC",2006,"Platform","Vivendi Games",0.15,0.04,0,0.01,0.19,"Vivendi Games"
"7740","Conan","X360",2007,"Action","THQ",0.16,0.02,0,0.01,0.19,"Nihilistic"
"7742","Dinotopia: The Timestone Pirates","GBA",2002,"Action","TDK Core",0.14,0.05,0,0,0.19,"RFX Interactive"
"7744","Petz Pony: Beauty Pageant","DS",2009,"Simulation","Ubisoft",0.18,0,0,0.01,0.19,"HotGen"
"7745","Rune Factory: Tides of Destiny","Wii",2011,"Role-Playing","Marvelous Interactive",0.13,0,0.06,0.01,0.19,"Neverland"
"7747","No More Heroes: Heroes' Paradise","PS3",2010,"Action","Konami Digital Entertainment",0.1,0.04,0.04,0.02,0.19,"FeelPlus"
"7750","Aliens vs Predator","PC",2010,"Shooter","Sega",0,0.17,0,0.02,0.19,"Rebellion"
"7751","Captain America: Super Soldier","PS3",2011,"Action","Sega",0.1,0.06,0,0.03,0.19,"Next Level Games"
"7753","Manhunt","XB",2004,"Action","Take-Two Interactive",0.14,0.04,0,0.01,0.19,"Rockstar North"
"7754","NCAA Final Four 2003","PS2",2002,"Sports","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19,"989 Sports"
"7755","Dynasty Warriors: Gundam 2","X360",2008,"Action","Namco Bandai Games",0.07,0.03,0.08,0.01,0.19,"Omega Force"
"7756","Dream Salon","DS",2009,"Misc","Zoo Digital Publishing",0.18,0,0,0.01,0.19,"Zoo Games"
"7757","Bound By Flame","PS4",2014,"Role-Playing","Focus Home Interactive",0.08,0.09,0,0.03,0.19,"Spiders"
"7758","We Wish You A Merry Christmas","Wii",2009,"Action","Destineer",0.13,0.04,0,0.02,0.19,"Destineer"
"7759","Spectrobes: Origins","Wii",2009,"Role-Playing","Disney Interactive Studios",0.16,0.02,0,0.01,0.19,"Genki"
"7760","Rock Band Country Track Pack","PS3",2009,"Misc","MTV Games",0.18,0,0,0.02,0.19,"Harmonix Music Systems"
"7763","Just Dance: Greatest Hits","Wii",2012,"Misc","Ubisoft",0.14,0.04,0,0.01,0.19,"Ubisoft"
"7765","DanceMasters","X360",2010,"Misc","Konami Digital Entertainment",0.15,0.02,0.02,0.01,0.19,"GCP1"
"7766","Breath of Fire: Dragon Quarter","PS2",2002,"Role-Playing","Capcom",0.09,0.07,0,0.02,0.19,"Capcom"
"7769","Shiren the Wanderer","Wii",2008,"Role-Playing","Sega",0.08,0,0.11,0.01,0.19,"ChunSoft"
"7773","LEGO Marvel's Avengers","3DS",2016,"Action","Warner Bros. Interactive Entertainment",0.07,0.09,0.01,0.01,0.19,"TT Games"
"7774","Just Dance 2016","PS3",2015,"Misc","Ubisoft",0.1,0.06,0,0.03,0.19,"Ubisoft"
"7775","Spore Hero Arena","DS",2009,"Simulation","Electronic Arts",0.18,0,0,0.01,0.19,"Full Fat"
"7776","Disney's Magical Mirror Starring Mickey Mouse","GC",2002,"Adventure","Nintendo",0.15,0.04,0,0.01,0.19,"Capcom"
"7777","Enchanted Arms","X360",2006,"Role-Playing","Ubisoft",0.16,0.02,0,0.02,0.19,"From Software"
"7778","Are You Smarter Than a 5th Grader? Back to School","Wii",2010,"Misc","Nintendo",0.18,0,0,0.01,0.19,"THQ"
"7779","Conflict: Denied Ops","X360",2008,"Shooter","Eidos Interactive",0.08,0.09,0,0.02,0.19,"Pivotal Games"
"7780","Mafia III","PC",2016,"Action","Take-Two Interactive",0.08,0.1,0,0.02,0.19,"Hangar 13"
"7783","IHRA Professional Drag Racing 2005","PS2",2004,"Racing","Bethesda Softworks",0.09,0.07,0,0.02,0.19,"Bethesda Softworks"
"7784","Mace Griffin: Bounty Hunter","PS2",2003,"Shooter","Electronic Arts",0.09,0.07,0,0.02,0.19,"Warthog"
"7785","101-in-1 Explosive Megamix","DS",2008,"Puzzle","Nordcurrent",0.05,0.12,0,0.02,0.19,"Nordcurrent"
"7786","Legacy of Kain: Defiance","XB",2003,"Action","Eidos Interactive",0.14,0.04,0,0.01,0.19,"Crystal Dynamics"
"7787","Final Fantasy XI","X360",2006,"Role-Playing","Square Enix",0.17,0.01,0,0.01,0.19,"Square Enix"
"7788","Scene It? Twilight","DS",2010,"Misc","Konami Digital Entertainment",0.11,0.06,0,0.02,0.19,"Konami"
"7789","Trivial Pursuit unhinged","PS2",2004,"Misc","Atari",0.09,0.07,0,0.02,0.19,"Artech Studios"
"7791","Peter Jackson's King Kong: The Official Game of the Movie","PSP",2005,"Action","Ubisoft",0.16,0.01,0,0.02,0.19,"Phoenix Games Studio"
"7792","Fighter Within","XOne",2013,"Fighting","Ubisoft",0.11,0.07,0,0.02,0.19,"Ubisoft"
"7793","Aliens versus Predator: Extinction","PS2",2003,"Strategy","Electronic Arts",0.09,0.07,0,0.02,0.19,"Zono Inc."
"7794","Shrek: Forever After","PS3",2010,"Platform","Activision",0.16,0.02,0,0.02,0.19,"Xpec"
"7795","Silent Scope 2: Dark Silhouette","PS2",2001,"Shooter","Konami Digital Entertainment",0.09,0.07,0,0.02,0.19,"KCET"
"7796","The Spiderwick Chronicles","Wii",2008,"Action","Vivendi Games",0.17,0,0,0.01,0.19,"Stormfront Studios"
"7797","Dave Mirra Freestyle BMX 2","GBA",2001,"Sports","Acclaim Entertainment",0.14,0.05,0,0,0.19,"Full-Fat"
"7798","X-Men Origins: Wolverine","PSP",2009,"Action","Activision",0.13,0.03,0,0.03,0.19,"Griptonite Games"
"7801","NHL Hitz Pro","PS2",2003,"Sports","Midway Games",0.09,0.07,0,0.02,0.19,"Next Level Games"
"7803","Marvel Super Hero Squad: Comic Combat","PS3",2011,"Action","THQ",0.11,0.05,0,0.03,0.19,"THQ"
"7806","Space Invaders Extreme 2","DS",2009,"Shooter","Square Enix",0.17,0.01,0,0.01,0.19,"Taito Corporation"
"7807","Need for Speed: The Run","3DS",2011,"Action","Electronic Arts",0.09,0.09,0,0.02,0.19,"Firebrand Games"
"7808","Supreme Commander 2","PC",2010,"Strategy","Square Enix",0,0.15,0,0.04,0.19,"Gas Powered Games"
"7810","Quantum Theory","PS3",2010,"Shooter","Tecmo Koei",0.05,0.09,0.02,0.03,0.19,"Tecmo"
"7811","Dawn of Discovery","Wii",2009,"Simulation","Ubisoft",0.12,0.06,0,0.02,0.19,"Keen Games"
"7812","Guitar Hero Live","WiiU",2015,"Misc","Activision",0.12,0.05,0,0.02,0.19,"Activision, FreeStyleGames"
"7815","SNK Arcade Classics Vol. 1","PS2",2008,"Misc","Ignition Entertainment",0.09,0.07,0,0.02,0.19,"SNK Playmore"
"7818","Frequency","PS2",2001,"Misc","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19,"Harmonix Music Systems"
"7820","The Polar Express","GBA",2004,"Adventure","THQ",0.14,0.05,0,0,0.19,"Tantalus Interactive"
"7821","Dynasty Warriors 8: Empires","PS4",2014,"Action","Tecmo Koei",0.06,0.07,0.03,0.03,0.19,"Omega Force"
"7822","2002 FIFA World Cup","XB",2002,"Sports","Electronic Arts",0.14,0.04,0,0.01,0.19,"Software Creations"
"7823","SpongeBob SquigglePants 3D","3DS",2011,"Misc","THQ",0.13,0.05,0,0.02,0.19,"WayForward"
"7825","Frogger's Adventures 2: The Lost Wand","GBA",2002,"Adventure","Konami Digital Entertainment",0.14,0.05,0,0,0.19,"Konami"
"7826","Sudeki","XB",2004,"Role-Playing","Microsoft Game Studios",0.14,0.04,0,0.01,0.19,"Climax Group"
"7827","Majin and the Forsaken Kingdom","X360",2010,"Adventure","Namco Bandai Games",0.14,0.03,0,0.01,0.19,"Game Republic"
"7828","Silent Hill HD Collection","X360",2012,"Action","Konami Digital Entertainment",0.11,0.06,0.01,0.02,0.19,"Konami"
"7829","Arc Rise Fantasia","Wii",2009,"Role-Playing","Marvelous Interactive",0.12,0,0.06,0.01,0.19,"Image Epoch, Imageepoch"
"7831","Hot Wheels: Track Attack","Wii",2010,"Racing","THQ",0.14,0.03,0,0.01,0.19,"Firebrand Games"
"7840","South Park: The Stick of Truth","PC",2014,"Role-Playing","Ubisoft",0.07,0.1,0,0.01,0.19,"Obsidian Entertainment"
"7842","Teenage Mutant Ninja Turtles 2: Battle Nexus","GC",2004,"Action","Konami Digital Entertainment",0.15,0.04,0,0.01,0.19,"Konami"
"7843","Barbie Horse Adventures: Riding Camp","PS2",2008,"Sports","Activision",0.09,0.07,0,0.02,0.19,"Pixel Tales"
"7844","MLB 12: The Show","PSV",2012,"Sports","Sony Computer Entertainment",0.17,0,0,0.02,0.19,"SCEA San Diego Studios"
"7845","God Eater Resurrection","PSV",2015,"Action","Namco Bandai Games",0,0,0.19,0,0.19,"Shift, Bandai Namco Games"
"7846","SSX Tricky","GBA",2002,"Sports","Electronic Arts",0.14,0.05,0,0,0.19,"Visual Impact"
"7849","NBA 2K11","PC",2010,"Action","Take-Two Interactive",0.18,0,0,0.01,0.19,"Visual Concepts"
"7852","WWE All Stars","Wii",2011,"Fighting","THQ",0.1,0.07,0,0.02,0.19,"THQ"
"7853","Naruto: Ninja Destiny","DS",2006,"Fighting","Namco Bandai Games",0.02,0.01,0.16,0,0.19,"Takara Tomy"
"7854","FaceBreaker","X360",2008,"Fighting","Electronic Arts",0.15,0.02,0,0.02,0.19,"EA Canada"
"7856","Spider-Man: Shattered Dimensions","DS",2010,"Action","Activision",0.17,0.01,0,0.01,0.19,"Griptonite Games"
"7857","Lunar Legend","GBA",2002,"Role-Playing","Media Rings",0.14,0.05,0,0,0.19,"Magic Rings"
"7858","Conflict: Global Terror","PS2",2005,"Shooter","Eidos Interactive",0.09,0.07,0,0.02,0.19,"Pivotal Games"
"7859","Dante's Inferno","PSP",2010,"Action","Electronic Arts",0.12,0.03,0.01,0.02,0.19,"Artificial Mind and Movement, EA Redwood Shores"
"7861","Injustice: Gods Among Us","WiiU",2013,"Fighting","Warner Bros. Interactive Entertainment",0.09,0.08,0,0.02,0.19,"NetherRealm Studios"
"7863","NASCAR Unleashed","3DS",2011,"Racing","Activision",0.18,0,0,0.01,0.19,"Firebrand Games"
"7864","Tomb Raider: Underworld","DS",2008,"Action","Eidos Interactive",0.15,0.02,0,0.01,0.19,"Santa Cruz Games"
"7865","Death Jr.","PSP",2005,"Platform","Konami Digital Entertainment",0.17,0,0,0.01,0.19,"Backbone Entertainment"
"7866","Hulk","GC",2003,"Action","Universal Interactive",0.15,0.04,0,0.01,0.19,"Radical Entertainment"
"7867","Boogie","PS2",2007,"Misc","Electronic Arts",0.09,0.07,0,0.02,0.19,"Pipeworks Software, Inc."
"7868","Arcade Shooting Gallery","Wii",2008,"Shooter","Zoo Games",0.18,0,0,0.01,0.19,"Zoo Games"
"7869","Phantasy Star Universe","PS2",2006,"Role-Playing","Sega",0,0,0.19,0,0.19,"Sonic Team"
"7870","Gungrave","PS2",2002,"Shooter","Activision",0.09,0.07,0,0.02,0.19,"Seta Corporation"
"7872","Transworld Surf","PS2",2002,"Sports","Atari",0.09,0.07,0,0.02,0.19,"Rockstar San Diego"
"7873","Tenchu: Fatal Shadows","PS2",2004,"Action","Sega",0.09,0.07,0,0.02,0.19,"K2 LLC"
"7874","50 Cent: Blood on the Sand","PS3",2009,"Shooter","THQ",0.1,0.06,0.01,0.03,0.19,"Swordfish Studios"
"7875","Metro: Last Light","PC",2013,"Action","Deep Silver",0.06,0.11,0,0.02,0.19,"4A Games"
"7876","Evolve","PC",2015,"Shooter","Take-Two Interactive",0.08,0.1,0,0.02,0.19,"Turtle Rock Studios"
"7877","FIFA 14","PSP",2013,"Sports","Electronic Arts",0,0.15,0,0.04,0.19,"EA Canada"
"7878","Resident Evil: Revelations","WiiU",2013,"Action","Capcom",0.07,0.07,0.03,0.01,0.19,"Capcom"
"7879","Namco Museum Megamix","Wii",2010,"Misc","Namco Bandai Games",0.17,0,0,0.01,0.19,"Namco Bandai Games"
"7880","Chaotic: Shadow Warriors","Wii",2009,"Action","Activision",0.18,0,0,0.01,0.19,"FUN Labs"
"7881","The Legend of Spyro: A New Beginning","GC",2006,"Platform","Vivendi Games",0.15,0.04,0,0.01,0.19,"Krome Studios"
"7885","Armored Core: For Answer","PS3",2008,"Simulation","Ubisoft",0.06,0.02,0.1,0.01,0.19,"From Software"
"7891","Harry Potter and the Prisoner of Azkaban","XB",2004,"Action","Electronic Arts",0.14,0.04,0,0.01,0.19,"EA Games"
"7893","Where's Waldo? The Fantastic Journey","Wii",2009,"Adventure","Ubisoft",0.17,0,0,0.01,0.19,"Classic Media Distribution Limited"
"7895","Monsters vs. Aliens","PS2",2009,"Action","Activision",0.11,0,0,0.08,0.19,"Beenox"
"7897","Street Fighter X Tekken","PSV",2012,"Fighting","Capcom",0.1,0.04,0.01,0.03,0.19,"Capcom"
"7899","The Legend of Heroes: Trails of Cold Steel II","PSV",2014,"Role-Playing","Nippon Ichi Software",0.02,0.02,0.13,0.01,0.19,"Falcom"
"7901","Rock Band Track Pack Volume 2","X360",2008,"Misc","MTV Games",0.17,0.01,0,0.01,0.19,"Harmonix Music Systems"
"7905","Rise of the Kasai","PS2",2005,"Action","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19,"BottleRocket Entertainment"
"7908","Singstar: Ultimate Party","PS4",2014,"Misc","Sony Computer Entertainment Europe",0,0.16,0,0.03,0.19,"SCEE"
"7910","Risen","X360",2009,"Role-Playing","Deep Silver",0.07,0.11,0,0.01,0.19,"Piranha Bytes"
"7911","Nostalgia","DS",2008,"Role-Playing","Tecmo Koei",0.16,0,0.02,0.01,0.19,"Matrix Software"
"7912","Dynasty Warriors Gundam","X360",2007,"Action","Namco Bandai Games",0.15,0.01,0.02,0.01,0.19,"Koei, Omega Force"
"7913","Chibi-Robo! Park Patrol","DS",2007,"Adventure","Unknown",0,0,0.19,0,0.19,"Skip Ltd."
"7914","Jurassic: The Hunted","PS3",2009,"Shooter","Activision",0.17,0,0,0.02,0.19,"Activision"
"7915","Farmtopia","DS",2010,"Simulation","505 Games",0.18,0,0,0.01,0.19,"505 Games"
"7916","DanceDanceRevolution","PS3",2010,"Simulation","Konami Digital Entertainment",0.12,0.05,0,0.02,0.19,"Konami"
"7917","Tom Clancy's Splinter Cell: Blacklist","PC",2013,"Action","Ubisoft",0.04,0.13,0,0.01,0.19,"Ubisoft Toronto"
"7918","Ni Hao, Kai-lan: Super Game Day","Wii",2009,"Misc","Take-Two Interactive",0.17,0,0,0.01,0.19,"Take-Two Interactive"
"7919","One Piece: Unlimited Adventure","Wii",2007,"Adventure","Namco Bandai Games",0.07,0,0.11,0.01,0.19,"Ganbarion"
"7920","Shaun White Skateboarding","PS3",2010,"Sports","Ubisoft",0.11,0.05,0,0.03,0.19,"Ubisoft Montreal"
"7922","Reel Fishing Paradise 3D","3DS",2011,"Sports","Marvelous Interactive",0.12,0,0.06,0.01,0.19,"Natsume"
"7923","Conflict: Denied Ops","PS3",2008,"Shooter","Eidos Interactive",0.05,0.1,0,0.03,0.19,"Pivotal Games"
"7924","Binary Domain","X360",2012,"Action","Sega",0.09,0.06,0.02,0.02,0.19,"Sega"
"7926","IL-2 Sturmovik: Birds of Prey","PSP",2009,"Simulation","505 Games",0.08,0.07,0,0.04,0.19,"SME Dynamic Systems Limited"
"7933","The Scorpion King: Sword of Osiris","GBA",2002,"Action","Vivendi Games",0.13,0.05,0,0,0.19,"WayForward"
"7934","Jeep Thrills","Wii",2008,"Racing","Zoo Digital Publishing",0.17,0,0,0.01,0.19,"Game Sauce"
"7935","Ice Age: Dawn of the Dinosaurs","PS3",2009,"Action","Activision",0.13,0.03,0,0.02,0.19,"Activision"
"7937","NCAA Final Four 2001","PS2",2000,"Sports","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19,"989 Sports"
"7938","Robin Hood: Defender of the Crown","PS2",2003,"Strategy","Capcom",0.09,0.07,0,0.02,0.19,"Cinemaware"
"7940","Barbie Horse Adventures: Riding Camp","Wii",2008,"Sports","Activision",0.17,0,0,0.01,0.19,"Activision"
"7942","R-Type Final","PS2",2003,"Shooter","Metro 3D",0.09,0.07,0,0.02,0.19,"Irem"
"7944","Bolt","PS3",2008,"Adventure","Disney Interactive Studios",0.12,0.04,0,0.02,0.19,"Avalanche Software"
"7945","Mathews Bowhunting","Wii",2010,"Sports","Zoo Games",0.18,0,0,0.01,0.19,"Zoo Games"
"7947","Pro Evolution Soccer 2014","3DS",2013,"Action","Konami Digital Entertainment",0,0,0.19,0,0.19,"Konami"
"7948","Sega GT 2002","XB",2002,"Racing","Sega",0.12,0.03,0.03,0.01,0.19,"Wow Entertainment"
"7949","F1 2011","PC",2011,"Racing","Codemasters",0,0.15,0,0.04,0.19,"Codemasters"
"7950","Air Conflicts: Secret Wars","PS3",2011,"Simulation","bitComposer Games",0.1,0.06,0,0.03,0.19,"Games Farm"
"7951","Ty the Tasmanian Tiger 3: Night of the Quinkan","PS2",2005,"Action","Activision",0.09,0.07,0,0.02,0.19,"Krome Studios"
"7952","Family Feud: 2012 Edition","Wii",2011,"Misc","Ubisoft",0.17,0,0,0.01,0.19,"Ubisoft, Ludia Inc."
"7953","Samurai Warriors 2: Empires","PS2",2006,"Action","Tecmo Koei",0,0,0.19,0,0.19,"Omega Force"
"7954","Blood Omen 2","XB",2002,"Action","Eidos Interactive",0.14,0.04,0,0.01,0.19,"Crystal Dynamics"
"7955","Earth Defense Force: Insect Armageddon","X360",2011,"Shooter","D3Publisher",0.1,0.04,0.03,0.01,0.19,"Vicious Cycle"
"7956","Major League Baseball 2K10","PS3",2010,"Sports","Take-Two Interactive",0.17,0,0,0.01,0.19,"Visual Concepts"
"7957","Saints Row IV","PC",2013,"Action","Deep Silver",0.11,0.06,0,0.02,0.19,"Volition Inc."
"7959","Harry Potter: Quidditch World Cup","XB",2003,"Sports","Electronic Arts",0.14,0.04,0,0.01,0.19,"Electronic Arts"
"7960","Dance Central: Spotlight","XOne",2014,"Misc","Microsoft Game Studios",0.15,0.03,0,0,0.19,"Harmonix Music Systems"
"7962","Warriors: Legends of Troy","PS3",2011,"Action","Tecmo Koei",0.06,0.04,0.07,0.02,0.19,"Tecmo Koei Canada"
"7963","La Pucelle: Tactics","PS2",2002,"Role-Playing","Tecmo Koei",0.09,0.07,0,0.02,0.19,"Nippon Ichi Software"
"7964","Arcania: Gothic 4","PC",2010,"Role-Playing","JoWood Productions",0.09,0.08,0,0.02,0.19,"Spellbound"
"7965","NBA Ballers: Chosen One","X360",2008,"Sports","Midway Games",0.17,0,0,0.01,0.19,"Midway"
"7966","Tiger Woods PGA Tour 07","XB",2006,"Sports","Electronic Arts",0.13,0.05,0,0.01,0.19,"EA Redwood Shores"
"7967","Disney's Meet the Robinsons","Wii",2007,"Action","Disney Interactive Studios",0.17,0,0,0.01,0.19,"Buena Vista Games"
"7968","Sword Art Online: Hollow Realization","PS4",2016,"Role-Playing","Namco Bandai Games",0.06,0.02,0.1,0.02,0.19,"Bandai Namco Games"
"7970","The Lord of the Rings: War in the North","PC",2011,"Action","Warner Bros. Interactive Entertainment",0.05,0.11,0,0.03,0.19,"Snowblind Studios"
"7971","The Bee Game","DS",2007,"Adventure","Midway Games",0.17,0,0,0.01,0.19,"Independent Arts"
"7972","SBK X: Superbike World Championship","X360",2010,"Racing","Black Bean Games",0.1,0.07,0,0.02,0.19,"Milestone S.r.l"
"7973","Rango: The Video Game","PS3",2011,"Action","Electronic Arts",0.07,0.09,0,0.03,0.19,"Behaviour Interactive"
"7974","EverQuest Online Adventures: Frontiers","PS2",2003,"Role-Playing","Sony Online Entertainment",0.09,0.07,0,0.02,0.19,"Sony Online Entertainment"
"7976","Fairy Fencer F","PS3",2013,"Role-Playing","Nippon Ichi Software",0.05,0.03,0.09,0.02,0.19,"Compile Heart"
"7977","Shadows of the Damned","X360",2011,"Action","Electronic Arts",0.1,0.06,0.01,0.02,0.19,"Grasshopper Manufacture"
"7979","Phantasy Star Online Ver. 2","DC",2001,"Role-Playing","Sega",0,0,0.19,0,0.19,"Sonic Team"
